@relation R_data_frame

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 80 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 numeric
@attribute 85 numeric
@attribute 86 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 90 numeric
@attribute 91 numeric
@attribute 92 numeric
@attribute 93 numeric
@attribute 94 numeric
@attribute 95 numeric
@attribute 96 numeric
@attribute 97 numeric
@attribute 98 numeric
@attribute 99 numeric
@attribute 100 numeric
@attribute RTV {0,1}
@attribute IDV {0,1}
@attribute SQV {0,1}
@attribute NFV {0,1}
@attribute APV {0,1}

@data
-1.6,-11.3383838383838,9.48989898989899,-4.92727272727273,8.12020202020202,1.43737373737374,-2.62121212121212,-6.98989898989899,-6.71414141414142,4.74545454545455,8.11010101010102,-4.74444444444445,10.8636363636364,-10.0939393939394,8.01414141414142,-0.4,1.6979797979798,-8.2929292929293,8.7,-4.14646464646465,-6.65858585858587,0.648484848484844,3.8,7.70808080808082,-4.94242424242424,-0.848484848484849,-1.44444444444445,4.20909090909092,-3.5,-4.65959595959596,-2.63030303030305,4.34949494949495,6.3808080808081,-3.5,-5.1909090909091,3.48181818181819,-3.5,-5.34343434343434,5.05454545454549,-1.85454545454546,0.271717171717191,-4.41515151515153,-0.445454545454533,-4.20202020202021,-1.27777777777777,-4.55454545454546,-4.49393939393941,4.5,4.64848484848485,-0.4,9.35050505050508,-0.4,-3.43838383838386,1.22020202020201,12.1363636363637,-11.1,11.7575757575758,-5.34848484848485,-5.32222222222223,0.477777777777797,-3.5,-9.6414141414142,9.059595959596,-6.03636363636368,10.1565656565657,-8.99494949494954,5.83333333333334,4.37474747474749,1.35353535353536,-2.77575757575757,-8.41111111111113,3.57373737373737,4.03636363636364,7.28383838383839,-0.850505050505051,-3.07575757575764,4.38585858585859,3.48888888888888,6.57878787878794,0.0848484848484986,-1.94545454545456,-0.372727272727263,-1.90909090909092,0.205050505050531,-5.8333333333334,4.2,5.40808080808084,0.593939393939422,-4.72222222222223,-4.97474747474752,4.14545454545456,2.32020202020203,-0.304040404040393,-4.38484848484851,4.22424242424244,-0.634343434343441,2.6939393939394,-0.881818181818251,3.94747474747486,2.8,1,1,1,1,0
-1.6,-1.58080808080808,-3.66161616161616,4.65757575757576,-0.881818181818181,4.03737373737374,-0.742424242424243,-3.42929292929293,-4.73434343434343,-2,2.6989898989899,4.3,-1.33030303030303,5.6030303030303,-5.08787878787878,4.90909090909091,2.15555555555555,0.132323232323225,-4.95454545454544,6.1121212121212,-3.98080808080808,-4.62424242424242,1.35555555555556,3.8,5.56969696969697,-4.20707070707071,-0.778787878787879,-0.999999999999994,3.29898989898989,-3.5,-4.34848484848484,-2.23434343434343,4.65252525252525,4.89999999999997,-3.5,-5.40909090909089,3.86363636363634,-6.2282828282828,5.87272727272726,-2.07272727272727,1.0141414141414,-5.14242424242424,0.372727272727266,-4.89898989898989,-0.577777777777781,-7.71818181818181,4.5,6.82626262626262,-0.4,-2.82525252525252,6.97474747474748,-0.4,-2.08080808080808,2.05050505050505,8.61818181818177,-8.39999999999996,9.12121212121207,-5.07575757575757,-4.78888888888888,0.0111111111111013,-3.5,-8.4292929292929,8.320202020202,-5.48181818181816,9.67171717171715,-8.75252525252517,5.83333333333331,4.46262626262624,1.5232323232323,-2.71212121212122,-9.62727272727266,3.98484848484849,8.35454545454541,-0.873737373737373,-4.36262626262623,4.5030303030303,3.49292929292929,7.77777777777775,0.545454545454538,-2.31818181818181,0.0272727272727227,-2.33636363636363,1.61919191919191,-9.95555555555552,3.94545454545455,8.70707070707069,3.16161616161615,-5.37878787878788,-10.3444444444444,6.26767676767676,4.35454545454545,1.68181818181818,-10.2838383838384,7.74545454545454,-3.15353535353535,5.57070707070707,-5.06363636363636,10.9525252525252,-9.73636363636363,2.8,1,1,1,1,1
-1.6,-11.4191919191919,9.59494949494949,-5.06363636363636,8.31010101010101,1.56868686868687,-2.56060606060606,-7.19494949494949,-6.56363636363636,3.43636363636364,8.6050505050505,-5.05555555555555,11.3181818181818,-11.1969696969697,8.7070707070707,-0.4,2.1989898989899,-9.54646464646464,10.5909090909091,-5.30808080808081,-7.72929292929292,0.224242424242429,3.8,9.40404040404038,-5.62121212121212,-0.924242424242424,-2.02222222222222,5.65454545454545,-3.5,-5.47979797979798,-4.11515151515151,3.9939393939394,4.97373737373737,8.66666666666665,-3.5,-8.67171717171715,9.59090909090907,-8.07171717171715,7.12727272727271,-2.32727272727272,2.04343434343433,-6.60909090909089,0.827272727272712,-5.20101010101009,-0.322222222222235,-7.06363636363633,0.508080808080824,7.07373737373734,-0.4,-2.87474747474748,6.92525252525252,-0.4,-1.91919191919192,2.14949494949495,7.88181818181817,-7.49999999999999,7.97878787878786,-4.92424242424242,-4.41111111111111,-0.411111111111117,-3.5,-6.57070707070704,6.77979797979796,-3.81818181818179,7.32828282828279,-6.24747474747471,5.16666666666666,3.43737373737372,0.476767676767662,-2.98787878787879,-4.83737373737372,-1.40707070707069,1.06363636363638,5.78686868686865,-0.324242424242426,-1.88787878787875,4.29292929292929,3.71111111111111,5.17575757575754,-0.157575757575768,-1.77272727272726,-0.536363636363644,-2.59595959595954,5.44444444444437,-4.71212121212113,4.5,5.14343434343429,0.0969696969696528,-4.6111111111111,-4.23737373737365,3.97272727272725,2.11010101010098,-0.502020202020236,-3.98484848484838,4.74747474747469,-0.517171717171679,2.5969696969697,-0.790909090909093,3.87373737373738,2.8,1,1,1,1,0
-1.6,-3.5,4.5,-0.7,3.8,-0.9,-3.5,-4.5,-1.6,4.5,4.2,-0.7,4.5,-3.9,4.5,-0.4,-0.4,-3.5,3.8,-3.9,-3.5,1.8,4.5,3.8,-3.5,-0.7,-0.4,1.8,-3.5,-3.5,-0.7,4.2,3.8,-3.5,-3.5,1.9,-3.5,3.8,-1.6,-0.4,-4.5,-0.9,-3.9,-1.6,-3.9,3.8,4.5,-0.4,-0.4,4.5,-0.4,-0.4,2.8,4.5,-3.9,4.2,-4.5,-3.5,-1.3,-3.5,-3.5,-3.9,4.5,-1.6,4.5,-3.5,4.5,2.5,-0.4,-3.2,-3.9,-0.7,-0.7,-0.4,-0.7,4.2,3.8,4.2,-0.4,-1.6,-0.7,-1.6,1.8,-3.5,4.2,4.5,-0.4,-4.5,-3.5,3.8,1.9,-0.7,-3.5,4.5,-0.4,2.5,-0.7,3.8,-3.5,2.8,1,0,1,1,1
-1.6,-1.58080808080808,-3.66161616161616,4.65757575757576,-0.881818181818181,4.03737373737374,-0.742424242424243,-3.42929292929293,-4.73434343434343,-2.15454545454545,4.53030303030303,4.74444444444444,-1.33030303030303,5.6030303030303,-5.08787878787878,5.24242424242424,-0.4,0.132323232323225,-4.82727272727271,5.39292929292928,-4.7020202020202,-4.62424242424242,1.35555555555556,3.8,5.56969696969697,-4.20707070707071,-0.778787878787879,-0.999999999999994,3.29898989898989,-3.5,-4.34848484848484,-2.23434343434343,4.65252525252525,3.96666666666665,0.261616161616149,-6.32828282828279,7.40909090909088,-6.2282828282828,5.87272727272726,-2.07272727272727,1.25656565656565,-5.99090909090908,-0.984848484848485,-0.309090909090911,-0.577777777777781,-7.71818181818181,4.5,4.64242424242424,6.43030303030303,-2.67676767676768,6.52323232323232,-0.4,-2.08080808080808,4.72727272727273,0.890909090909072,-8.39999999999996,9.12121212121207,-5.07575757575757,-4.78888888888888,0.0111111111111013,-3.5,-8.24444444444442,7.83232323232321,-5.48181818181816,9.67171717171715,-8.75252525252517,5.83333333333331,4.46262626262624,1.5232323232323,-2.71212121212122,-9.62727272727266,4.2,7.54545454545451,-0.178787878787881,-4.36262626262623,4.5030303030303,3.26262626262627,8.31111111111108,0.545454545454538,-2.31818181818181,0.0272727272727227,-4.38181818181816,6.18989898989896,-10.2070707070707,4.75454545454545,8.14949494949493,3.16161616161615,-5.37878787878788,-9.98888888888887,3.8,7.89090909090908,1.87373737373737,-10.2838383838384,7.74545454545454,-3.15353535353535,5.57070707070707,-5.06363636363636,10.9525252525252,-9.73636363636363,2.8,1,1,1,1,1
-1.6,-1.58080808080808,-3.66161616161616,4.65757575757576,-0.881818181818181,4.03737373737374,-0.742424242424243,-3.42929292929293,-4.73434343434343,-2.15454545454545,4.53030303030303,4.74444444444444,-1.33030303030303,5.6030303030303,-5.08787878787878,5.24242424242424,0.101010101010099,-3.5,-4.82727272727271,5.27777777777776,-3.98080808080808,-4.62424242424242,1.35555555555556,3.8,5.56969696969697,-4.20707070707071,-0.778787878787879,-0.999999999999994,3.29898989898989,-3.5,-4.34848484848484,-2.23434343434343,4.32929292929293,6.2333333333333,-3.5,-5.40909090909089,3.86363636363634,-6.2282828282828,5.87272727272726,-2.07272727272727,1.25656565656565,-5.99090909090908,-0.984848484848485,-0.309090909090911,-0.577777777777781,-6.53636363636363,0.691919191919194,4.64242424242424,6.43030303030303,-2.82525252525252,6.97474747474748,-0.4,-2.08080808080808,2.05050505050505,8.61818181818177,-8.39999999999996,9.12121212121207,-5.07575757575757,-4.78888888888888,0.0111111111111013,-3.5,-8.4292929292929,8.320202020202,-5.48181818181816,9.67171717171715,-8.75252525252517,8.03333333333328,-1.07070707070707,1.5232323232323,-2.71212121212122,-9.62727272727266,3.98484848484849,8.06363636363633,-0.178787878787881,-4.36262626262623,4.5030303030303,3.26262626262627,8.31111111111108,0.545454545454538,-2.31818181818181,0.0272727272727227,-4.38181818181816,6.18989898989896,-9.95555555555552,3.94545454545455,8.70707070707069,3.16161616161615,-5.37878787878788,-9.98888888888887,3.8,7.89090909090908,1.87373737373737,-10.2838383838384,7.74545454545454,-3.15353535353535,5.57070707070707,-5.06363636363636,10.9525252525252,-9.73636363636363,2.8,1,1,1,1,0
-1.6,-3.5,4.5,-0.7,3.8,-0.9,-3.5,-4.5,-1.6,3.8,4.2,-0.7,4.5,-3.9,4.5,-0.4,-0.4,-3.5,4.5,4.2,-3.9,-3.5,1.8,3.8,3.8,-3.5,-0.7,-0.4,1.8,-3.5,-3.5,-0.7,4.2,4.2,-3.5,-3.5,1.9,1.8,3.8,-1.6,-0.4,-4.5,-0.9,-3.9,-1.6,-3.9,1.9,4.5,-0.4,-0.4,4.5,-0.4,-0.4,2.8,4.5,-3.9,4.2,-4.5,-3.5,-1.3,-3.5,-3.5,4.5,-3.2,4.2,-3.5,4.5,2.5,-0.4,-3.2,-3.5,1.8,4.5,-0.4,-0.7,4.2,3.8,4.2,-0.4,-1.6,-0.7,-1.6,4.2,-3.5,4.5,4.5,-0.4,-4.5,-3.5,3.8,3.8,-0.7,-3.9,4.5,-0.4,2.5,-0.7,3.8,-3.5,2.8,0,0,0,0,0
-1.6,-3.5,4.5,-0.7,3.8,-0.9,-3.5,-4.5,-1.6,2.8,4.2,-0.7,4.2,-3.9,4.5,1.8,-0.4,-3.5,4.5,3.8,-3.9,-3.5,1.8,3.8,4.5,-3.5,-0.7,-0.4,1.8,-3.5,-3.5,-0.7,4.2,2.8,-3.5,-3.5,1.9,-3.5,3.8,-1.6,-0.4,-4.5,-0.9,-3.9,-1.6,-3.9,4.5,4.5,-0.4,-0.4,4.5,-0.4,-0.4,2.8,4.2,-3.9,4.2,-4.5,-3.5,-1.3,-3.5,-3.5,4.5,-1.6,4.5,-3.5,4.2,2.5,-0.4,-3.2,-3.9,1.8,4.2,-0.7,-0.7,4.2,3.8,4.2,-0.4,-3.5,-0.7,-1.6,4.2,-3.5,4.2,4.5,-0.4,-4.5,-3.5,3.8,3.8,-0.7,-3.5,3.8,-0.4,2.5,-0.7,3.8,-3.5,2.8,1,1,1,1,1
-1.6,-3.5,4.5,-0.7,3.8,-0.9,-3.5,-4.5,-1.6,4.5,4.2,-0.7,4.5,-3.9,4.5,-0.4,-0.4,-3.5,3.8,4.5,-3.9,-3.5,1.8,3.8,3.8,-3.5,-0.7,-0.4,1.8,-3.5,-3.5,-0.7,4.2,3.8,-3.5,-3.5,1.9,-3.5,3.8,-1.6,-0.4,-4.5,-0.9,-3.9,-1.6,-3.9,3.8,4.5,-0.4,-0.4,4.5,-0.4,-0.4,2.8,4.2,-3.9,4.2,-4.5,-3.5,-1.3,-3.5,-3.5,4.2,-1.6,4.5,-3.5,4.5,2.5,-0.4,-3.2,-3.9,4.2,4.5,-0.4,-0.7,4.2,3.8,4.2,-0.4,-1.6,-0.7,-1.6,1.8,-3.5,4.2,4.5,-0.4,-4.5,-3.5,3.8,1.9,-0.7,-3.5,4.5,-0.4,2.5,-0.7,3.8,-3.5,2.8,1,1,1,1,1
-1.6,-1.58080808080808,-3.66161616161616,4.65757575757576,-0.881818181818181,4.03737373737374,-0.742424242424243,-3.42929292929293,-4.73434343434343,-2.15454545454545,4.53030303030303,4.74444444444444,-1.33030303030303,5.6030303030303,-5.08787878787878,5.24242424242424,-0.4,0.132323232323225,-4.82727272727271,5.27777777777776,-3.98080808080808,-4.62424242424242,1.35555555555556,3.8,5.56969696969697,-4.20707070707071,-0.778787878787879,-0.999999999999994,3.29898989898989,-3.5,-4.34848484848484,-2.32828282828282,5.34040404040404,3.69999999999997,-3.5,-5.40909090909089,3.75454545454543,-5.81616161616159,5.87272727272726,-2.07272727272727,1.25656565656565,-5.99090909090908,0.372727272727266,-4.89898989898989,-0.577777777777781,-6.53636363636363,0.691919191919194,6.82626262626262,-0.4,-2.82525252525252,6.97474747474748,-0.4,-2.60606060606061,3.58585858585859,8.61818181818177,-8.39999999999996,9.12121212121207,-5.07575757575757,-4.78888888888888,0.0111111111111013,-3.5,-8.4292929292929,9.51010101010098,-8.39999999999998,9.17777777777776,-8.75252525252517,5.83333333333331,4.46262626262624,1.5232323232323,-2.71212121212122,-9.62727272727266,3.98484848484849,8.06363636363633,-0.178787878787881,-4.36262626262623,4.5030303030303,3.49292929292929,7.77777777777775,0.545454545454538,-2.31818181818181,0.0272727272727227,-2.25454545454545,1.43636363636362,-10.2070707070707,4.5,8.70707070707069,3.16161616161615,-5.37878787878788,-9.98888888888887,5.5080808080808,4.26363636363636,1.87373737373737,-10.9343434343434,9.10303030303029,-3.15353535353535,5.57070707070707,-5.06363636363636,10.9525252525252,-9.73636363636363,2.8,1,1,1,1,1
